"SPRIDEN_ID"
"70641396"
"70799446"
"70968230"
"71216029"
"71419410"
"71468248"
"71787732"
"71787851"
"71889088"
"72093801"
"72406146"
"72490075"
"72507215"
"72643477"
"72652193"
"72806169"
"72918766"
"72923825"
"72939895"
"73073565"
"73119052"
"73131716"
"73142691"
"73145116"
"73179640"
"73212296"
"73330221"
"73567993"
"73657572"
"73679321"
"73688174"
"73689852"
"73749780"
"73760800"
"73855473"
"73895721"
"73993606"
"74120100"
"74126061"
"74172135"
"74252225"
"74305211"
"74528180"
"74611399"
"74717642"
"74926367"
"75014401"
"75190302"
"75309142"
"75392440"
"75421577"
"75706856"
"75747061"
"76056384"
"76244645"
"76290061"
"76435791"
"76506543"
"76766144"
"76935434"
"77045731"
"77390125"
"77414428"
"77810035"
